Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
0.333333333,0,0.012884753,0.178571429,1,0.666666667,0.185714286,0.666666667,0,0.666666667,0.106845708,0.415017065,0.333333333,0.642857143,1,0,0,0.2,0.333333333,0.666666667,0.125,0.222222222,0.066666667,0.235294118,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0.214285714,0,0.755189692,0.571428571,0.5,0.666666667,0.3,0.666666667,0,0.333333333,0.107898894,0.452519574,0,0.357142857,0,1,0.333333333,0.15,0.5,0.333333333,0.125,0.111111111,0.066666667,0.058823529,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
0.023809524,1,0.357909807,0,0,0.666666667,1,0,0,0,0.069299631,0.758682995,0,0.714285714,1,0,0,0.025,0.833333333,1,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
0.428571429,0,0.986399427,0.071428571,0.25,1,0,0.666666667,0,0.333333333,0.056819379,0.520698655,0.444444444,0.071428571,0,0.666666667,0,0.325,0.5,0.333333333,0.2,0.388888889,0.466666667,0.117647059,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.285714286,0,0.006442377,0.285714286,0.5,0.666666667,0.514285714,0.666666667,0.25,0,0.108636124,0.358080707,0.111111111,0,0,0.666666667,0.666666667,0.3,0.666666667,0.666666667,0.3,0.5,0.4,0.588235294,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.642857143,0,0.834645669,0.107142857,0.25,0.666666667,0,0.666666667,0.25,0,0.2104792,0.16964465,0.444444444,0,0,0,0.333333333,0.225,0.5,1,0.125,0.222222222,0,0.176470588,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.904761905,0,0.437365784,0.25,0.5,0.666666667,0.528571429,0.666666667,0,0,0.171037388,0.475607308,0.444444444,0.5,0,0.666666667,0.333333333,0.475,0.5,0.666666667,0.05,0.111111111,0.133333333,0.117647059,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
0.357142857,0,0.022906228,0.035714286,0.5,0.666666667,0.857142857,0.666666667,0,1,0.078515008,0.338124875,0,0.214285714,0,0,0,0.1,0.333333333,1,0.075,0.055555556,0,0.117647059,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0.023809524,1,0.143879742,0.035714286,0.5,0.333333333,0.242857143,0.333333333,0,1,0.004897314,0.286970488,0.111111111,0.785714286,1,0.666666667,0,0.025,0.5,0.333333333,0.025,0,0.066666667,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.666666667,0,0.303507516,0,0.25,0.333333333,0.885714286,0.666666667,0.5,0,0.497314376,0.001726561,0.111111111,1,1,0.666666667,1,0.6,0.333333333,0.666666667,0.6,0.722222222,1,0.411764706,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.476190476,0,0.914817466,0.285714286,0.25,0.666666667,0.642857143,0.666666667,0,1,0.067351237,0.16964465,0.111111111,0.071428571,0,0.666666667,0,0.05,0.5,0.666666667,0.05,0.111111111,0.133333333,0.058823529,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.30952381,0,0.027201145,0.392857143,0,0.666666667,0.928571429,0.666666667,0,1,0.15376514,0.196346115,0.888888889,0.857142857,1,0.666666667,0.333333333,0.175,0,0.666666667,0.1,0.111111111,0,0.117647059,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
0.380952381,0,0.377236936,0.928571429,0.25,1,0.928571429,0.666666667,0,0.333333333,0.068562401,0.145231881,0.222222222,0.285714286,0,1,0,0.225,0.5,0.666666667,0.075,0.111111111,0.066666667,0.117647059,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0.547619048,1,0.897637795,0.678571429,0.25,0.333333333,0.571428571,0.666666667,0,0.333333333,0.112216956,0.788355752,0.111111111,0.785714286,1,1,0,0.1,0.833333333,0.333333333,0.1,0.166666667,0,0.117647059,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
0.761904762,0,0.161775233,0,0.5,0.666666667,0.8,0.333333333,0,0.666666667,0.141179568,0.053443084,0.222222222,0.285714286,0,1,0.333333333,0.125,0.333333333,0.333333333,0.075,0.111111111,0,0.117647059,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.833333333,0,0.70293486,0.428571429,0.25,1,0.385714286,1,0.25,0,0.181200632,0.969925718,0.111111111,0,0,0.666666667,0.666666667,0.125,0.5,0.666666667,0.1,0.111111111,0.066666667,0.176470588,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.357142857,0,0.59341446,0.464285714,0.5,1,0.6,0.666666667,0,0.333333333,0.091995787,0.103553503,0.111111111,0.142857143,0,1,0.333333333,0.2,0.833333333,0.666666667,0.2,0.388888889,0.066666667,0.352941176,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.523809524,0,0.634931997,0.107142857,0,1,0.228571429,0.666666667,1,0.666666667,0.949131122,0.176872114,0.111111111,0.214285714,0,0.333333333,0.333333333,0.525,0.333333333,0.666666667,0.5,0.444444444,0.6,0.529411765,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.880952381,0,0.422333572,0.464285714,0.75,0.666666667,0.442857143,1,1,0.333333333,0.932754081,0.45151576,0.888888889,0,0,1,0,0.9,0.5,0.666666667,0.6,0.833333333,0.133333333,0.882352941,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.380952381,0,0.692197566,0.035714286,0,1,0.214285714,0.333333333,0.25,0.666666667,0.449605055,0.481027906,0.111111111,0.428571429,0,0.666666667,0,0.25,0.333333333,0.333333333,0.25,0.5,0.066666667,0.529411765,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.785714286,0,0.151037938,0.071428571,0.5,1,0.971428571,0.666666667,0.75,0.333333333,0.670089521,0.204697852,0.333333333,0.5,0,0.666666667,0,0.525,1,0.666666667,0.175,0.388888889,0.066666667,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.80952381,0,0.427344309,0,0.75,0.666666667,0.5,0.333333333,1,0.666666667,1,0.143906846,0,0.214285714,0,0,0.333333333,0.85,0.833333333,0.666666667,0.825,1,0.733333333,0.529411765,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.214285714,0,0.566929134,0.285714286,0.5,1,0.985714286,0.666666667,0,0.333333333,0.066877304,0.388958041,0.111111111,0.357142857,0,1,0,0.175,0.333333333,0.333333333,0.175,0.388888889,0,0.176470588,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0.404761905,1,0.324982105,0.785714286,0.25,0.333333333,0.285714286,0.333333333,0.25,0.666666667,0.258399157,0.538165027,0.333333333,0.142857143,0,0,0,0.2,0.166666667,0.666666667,0.025,0,0,0.058823529,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.595238095,0,0.88904796,0.214285714,0.5,1,0.1,1,0,1,0.056872038,0.125838185,0.444444444,0.214285714,0,1,1,0.175,0.5,1,0.125,0.222222222,0.133333333,0.117647059,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0.642857143,0,0.782390838,0.035714286,0.25,0,0.5,0.333333333,0.75,1,0.831121643,0.737522586,1,0.857142857,1,1,0.333333333,0.55,0.166666667,0.666666667,0.5,0.444444444,0.733333333,0.470588235,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.452380952,0,0.134574087,0.714285714,0.5,0.333333333,0.5,1,0,0,0.134544497,0.838506324,0.111111111,0.071428571,0,0,0.333333333,0.2,0.5,0.333333333,0.2,0.388888889,0.066666667,0.411764706,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
0.404761905,0,0.025769506,0.035714286,0.5,0.333333333,0.1,0.666666667,0.25,0.333333333,0.17988415,0.557799639,0.555555556,0,0,1,0,0.25,0.833333333,0.666666667,0.15,0.111111111,0.066666667,0.117647059,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.571428571,0,0.589835361,0.714285714,0.25,0.666666667,0.085714286,0.666666667,0.25,0.666666667,0.224117957,0.575988757,0.222222222,0.357142857,0,0.333333333,0.333333333,0.275,0.833333333,0.666666667,0.125,0.166666667,0,0.117647059,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.476190476,0,0.829634932,0.035714286,0.75,1,0.828571429,0.666666667,0.25,0.666666667,0.291943128,0.207388075,1,0.214285714,0,0.333333333,0,0.35,0.5,0.666666667,0.025,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.476190476,0,0.70293486,1,0.5,1,0.342857143,0.666666667,0.25,1,0.276566614,0.083959044,0.333333333,0.5,0,0,0.333333333,0.225,0.5,0,0.175,0.388888889,0.066666667,0.411764706,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.214285714,0,0.264853257,0,0,0.666666667,0.428571429,0.333333333,0.25,0,0.173196419,0.304557318,0.555555556,0.571428571,0,0.666666667,0.333333333,0.15,0.166666667,0.666666667,0.05,0.111111111,0.133333333,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.738095238,0,0.644237652,0.607142857,0.75,1,0.885714286,0.666666667,0.25,1,0.305160611,0.871270829,0.111111111,0.285714286,0,0,0.666666667,0.175,0,0.666666667,0.175,0.388888889,0.066666667,0.411764706,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.380952381,0,0.55547602,0.321428571,0.75,1,0.185714286,0.666666667,0,0.666666667,0.14776198,0.155711704,0.111111111,0.428571429,0,1,0.333333333,0.125,0.666666667,1,0.125,0.166666667,0.133333333,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
0.523809524,0,0.57480315,0.642857143,0.25,0.666666667,0.985714286,0.666666667,0.25,1,0.091205898,0.579361574,0.888888889,0.285714286,0,0.666666667,0.333333333,0.375,0.333333333,1,0.175,0.111111111,0.2,0.411764706,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.476190476,1,0.771653543,1,0,0.333333333,0.571428571,0.666666667,0.25,0,0.298262243,0.371812889,0.777777778,0.571428571,0,0.333333333,0,0.425,0.333333333,0.666666667,0.025,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.261904762,1,0.013600573,0.928571429,0.5,0.333333333,0.071428571,0.666666667,0.5,1,0.349131122,0.900662518,0.111111111,0.785714286,1,1,1,0.25,0.5,0.333333333,0.25,0.222222222,0.066666667,0.529411765,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0.095238095,0,0.74015748,0.142857143,0.5,1,0.428571429,1,0,0.333333333,0.069457609,0.413491267,0.111111111,0.357142857,0,0,0.333333333,0.1,0.333333333,0.333333333,0.1,0.111111111,0.133333333,0.117647059,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
0.428571429,0,0.381531854,0.607142857,0,0.333333333,0.614285714,0.666666667,0,1,0.060242233,0.22521582,0.111111111,0.142857143,0,0,0,0.2,0.333333333,0.666666667,0.2,0.055555556,0.066666667,0.411764706,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.523809524,0,0.750894775,0.285714286,1,1,0.471428571,0.333333333,0.25,1,0.203633491,0.487773539,1,0.214285714,0,1,0.333333333,0.125,0.833333333,0,0.075,0.111111111,0,0.117647059,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.666666667,0,0.38797423,0,0.75,1,0.957142857,0.666666667,0.5,0,0.441653502,0.412527605,0.777777778,0.357142857,0,0.666666667,0.333333333,0.425,0.5,0.666666667,0.1,0.111111111,0,0.176470588,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.333333333,1,0.675017895,0.107142857,0.75,1,0.028571429,0,0.5,1,0.494523433,0.952338888,0.111111111,0,0,0.666666667,0,0.35,0.333333333,0.333333333,0.35,0.444444444,0.6,0.470588235,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0.285714286,0,0.520400859,0,0,0.666666667,0.828571429,0.333333333,0.5,0.666666667,0.393101632,0.75611323,0.111111111,0.785714286,1,0.666666667,0,0.3,0.333333333,0.666666667,0.275,0.444444444,0.333333333,0.470588235,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.214285714,0,0.816034359,0.678571429,0.5,1,0.857142857,0.666666667,0.25,0.666666667,0.472459189,0.434531219,0.111111111,0.214285714,0,1,0,0.175,0.333333333,0.666666667,0.175,0.388888889,0,0.411764706,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.785714286,0,0.978525412,0.25,0.75,0.333333333,0.728571429,0.333333333,0.5,0.333333333,0.604581359,0.547761494,0.555555556,0.357142857,0,1,0.666666667,0.4,0.833333333,0,0.25,0.5,0.266666667,0.411764706,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.285714286,1,0.646385111,0.071428571,0.5,1,0.828571429,0.666666667,0,0,0.086782517,0.259465971,0.555555556,0,0,0.666666667,0,0.2,0.833333333,0.666666667,0.125,0.111111111,0,0.235294118,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0.547619048,0,0.568360773,0.178571429,0.5,1,0.642857143,0.666666667,0.5,1,0.662559242,0.505119454,0.333333333,0.5,0,0.666666667,0,0.4,0.5,0.666666667,0.025,0,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
0.285714286,1,0.16607015,0.892857143,0.75,0.666666667,0.314285714,0.333333333,0.25,0,0.299473407,0.838104798,0.555555556,0.285714286,0,0.666666667,0,0.225,0.833333333,0.333333333,0.15,0.166666667,0,0.058823529,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.261904762,1,0.637079456,0,0.5,0.666666667,0.785714286,0.666666667,0,0.666666667,0.0552396,0.709215017,0,0.214285714,0,1,0,0.175,0.166666667,0.333333333,0.15,0.111111111,0.066666667,0.294117647,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0.642857143,0,0.680028633,0.178571429,0.5,1,0.385714286,0.333333333,0.5,1,0.413691417,0.592089942,0.666666667,0.071428571,0,1,0,0.575,0.333333333,0.666666667,0.475,0.388888889,0.8,0.470588235,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.857142857,0,0.748031496,0.071428571,0.5,1,0.314285714,0.666666667,0.25,0,0.259662981,0.598956033,0.222222222,0.214285714,0,1,0.333333333,0.4,0.666666667,0.666666667,0.15,0.111111111,0,0.294117647,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0.428571429,0,0.92627058,0.142857143,0.25,1,0.457142857,0.666666667,0.25,0.333333333,0.258293839,0.315237904,0.888888889,0.357142857,0,1,0,0.4,0.5,1,0.325,0.611111111,0.2,0.411764706,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.357142857,0,0.032211883,0.107142857,0.75,0.666666667,0.242857143,0.333333333,0,0.333333333,0.084939442,0.447861875,0.666666667,0.714285714,1,1,0,0.175,0.5,0.666666667,0.075,0.111111111,0.066666667,0.058823529,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.452380952,0,0.401574803,0.357142857,0.5,0.333333333,0.242857143,0.666666667,0.5,1,0.588520274,0.31969484,0.111111111,0.214285714,0,0.666666667,1,0.25,0.166666667,0.666666667,0.25,0.444444444,0,0.411764706,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.476190476,0,0.012168933,0.071428571,0.5,0,0.657142857,0.666666667,0.5,0.666666667,0.505529226,0.303272435,0,0.071428571,0,0.666666667,0.666666667,0.425,1,0.333333333,0.4,0.555555556,0.333333333,0.764705882,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.30952381,0,0.627773801,0,0.75,0.666666667,0.857142857,0,0.25,0.666666667,0.175671406,0.09182895,0,0.071428571,0,1,0.333333333,0.15,0.333333333,0.666666667,0.125,0.222222222,0.066666667,0.235294118,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.976190476,0,0.028632785,0.071428571,0.5,0.666666667,0.571428571,0.333333333,0,1,0.061506056,0.255450713,0.333333333,0.428571429,0,0,0.333333333,0.175,1,0.666666667,0.025,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.452380952,0,0.155332856,0.107142857,0.75,0,0.157142857,0.666666667,0,1,0.093944181,0.017867898,0.444444444,0.428571429,0,0.666666667,0.333333333,0.325,0.333333333,0.666666667,0.225,0.444444444,0.333333333,0.470588235,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
0.261904762,0,0.938439513,0,0,0.333333333,0.171428571,0.666666667,0.5,1,0.363823065,0.180887372,0.111111111,0.214285714,0,1,0.333333333,0.275,0.833333333,0.666666667,0.275,0.555555556,0.266666667,0.058823529,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0.404761905,0,0.602720115,0,0.5,0.666666667,0.885714286,0.666666667,0.5,0.666666667,0.40968931,0.281148364,0.111111111,0.214285714,0,0,0,0.25,0.5,1,0.25,0.388888889,0,0.470588235,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.261904762,1,0.568360773,0.607142857,0,0.666666667,0.8,0.333333333,0,1,0.072669826,0.516643244,0.111111111,0.142857143,0,0.666666667,0,0.1,0.5,0.333333333,0.1,0.166666667,0,0.058823529,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0.80952381,0,0.874015748,0.035714286,0.5,0.666666667,0.842857143,0.333333333,0,1,0.116008425,0.048424011,0.777777778,0.285714286,0,0.333333333,0,0.15,0.5,0.333333333,0.05,0.111111111,0.133333333,0.117647059,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
